id,date,n_week,week_year,month_year,prod_0,prod_1,prod_2,prod_3,prod_4,prod_5,prod_6,prod_7,prod_8,prod_9,prod_10,prod_11,prod_12,prod_13,prod_14,prod_15
lajz5jtutq8ldjuqn79,2020-01-08 20:35:37.258676480,1,2020-01,2020-01,0.0,32.27665035772272,22.88952910991164,47.55601808773802,18.272219974503468,7.50429803424133,43.96736962251448,0.0,-195.2903491979132,161.4858713657439,0.0,0.0,0.0,0.0,0.0,0.0
lajz5jtv1rrvftx2ecf,2020-01-09 07:22:27.920534016,1,2020-01,2020-01,0.0,0.0,0.0,40.52088379282819,6.858692802963818,0.0,14.960495985359712,41.9541396776566,227.46119242749108,377.867306609928,196.2855495911928,-136.74290258341506,0.0,0.0,0.0,0.0
lajz5jtvtrwen8ebo2b,2020-01-09 00:17:39.989690624,1,2020-01,2020-01,0.0,27.79922502141604,0.0,0.0,0.0,0.0,13.094745311284406,42.892987392483526,81.97944130879455,0.0,-94.74281800726492,0.0,0.0,0.0,0.0,0.0
lajz7avmnzdn6u6iv3,2020-01-15 21:36:54.290665728,2,2020-02,2020-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.32049283702251,0.0,105.44255004508368,410.427568408992,0.0,0.0,0.0,0.0,0.0
lajz7avmy03r6ebkgpp,2020-01-15 20:57:27.650927616,2,2020-02,2020-01,0.0,0.0,7.278972107846638,0.0,30.1289681850229,0.0,47.94589300297879,13.849794756789525,377.900936110012,518.5103267743854,0.0,60.45584729184814,0.0,0.0,0.0,0.0
lajz7avm4tc6ja2461n,2020-01-16 01:43:13.511084544,2,2020-02,2020-01,0.0,34.387183200790936,17.03880374529857,0.0,25.52219744382096,27.95523631599321,0.0,43.1580365344302,0.0,764.6061877909927,46.586159876992646,0.0,0.0,0.0,0.0,0.0
lajz7awespsbx5bvi,2020-01-16 01:53:33.960972544,2,2020-02,2020-01,0.0,39.29094838972659,14.191130056666756,0.0,0.0,0.0,11.95397329779041,3.9448682015562286,12.335613332615692,24.46100933375121,0.0,775.356337765387,0.0,0.0,0.0,0.0
lajz7awfjnmlxyf2yyp,2020-01-16 04:16:54.715728128,2,2020-02,2020-01,0.0,0.0,0.0,0.0,14.5401873712664,11.702777064541326,0.0,0.0,0.0,741.201307946907,790.8398359589623,0.0,0.0,0.0,0.0,0.0
lajz7awf8u1rcif3quj,2020-01-16 03:04:30.946573056,2,2020-02,2020-01,11.796695879814356,0.0,22.830346396553143,29.85434484284536,0.0,42.17650959673512,0.0,47.921998494466735,6.920055586620944,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lajz7awfqkvssf25rq,2020-01-16 10:17:12.751214848,2,2020-02,2020-01,46.47206685013151,12.53230401127604,0.0,0.0,0.0,27.537980649143247,0.0,0.0,0.0,433.0961990435179,0.0,665.2195664027098,0.0,0.0,0.0,0.0
lajz7awfs5znd5s5fmk,2020-01-16 07:09:52.768824320,2,2020-02,2020-01,0.0,11.091515541727448,0.0,13.095085126505912,37.156144920536974,33.27085519499893,1.7012339920731478,0.0,0.0,0.0,148.66089731025863,0.0,0.0,0.0,0.0,0.0
lajz7awfcu07a86gufl,2020-01-15 19:43:22.648657408,2,2020-02,2020-01,0.0,0.0,0.0,13.825535597576344,46.17761968350722,38.12517583133753,0.0,0.0,0.0,409.582859826567,0.0,722.073987203332,0.0,0.0,0.0,0.0
lajz7awfw2ynysvsct,2020-01-16 10:52:08.647276288,2,2020-02,2020-01,35.88077006719372,19.95111493333166,0.0,0.0,23.81325270827269,0.0,0.0,39.24905159899264,34.16884824072318,34.296270258855046,0.0,279.17491170604103,0.0,0.0,0.0,0.0
lajz7awfufl24ft16q9,2020-01-16 02:41:41.816295680,2,2020-02,2020-01,0.0,0.0,1.26912464529767,32.718121696147364,0.0,0.0,0.0,45.16267216281443,293.263642766212,6.129296095676706,517.6722718782389,0.0,0.0,0.0,0.0,0.0
lajz7awfadts57zdcf,2020-01-16 06:19:33.825709824,2,2020-02,2020-01,45.14286763570007,0.0,0.0,0.0,27.846700129803203,0.0,31.3255031460953,0.1847724867808153,10.918445195096616,94.2172437865845,0.0,426.0661265106429,0.0,0.0,0.0,0.0
lajz7awfl1c0tknfxkr,2020-01-16 10:44:54.300355072,2,2020-02,2020-01,31.751986903021145,0.0,11.653802643994238,15.215451678270709,0.0,0.0,41.40784769218303,23.423598972600967,39.61665590470854,456.464996416012,336.13440757037483,0.0,0.0,0.0,0.0,0.0
lajz7axvm4j9ahcfok8,2020-01-23 08:46:03.147795968,3,2020-03,2020-01,34.14623863038526,14.974814907263568,0.0,24.561672833683566,18.72035482115644,48.34181664441101,41.99473919067896,1.5121026757683675,753.5530496852582,310.37424398128906,0.0,0.0,0.0,0.0,0.0,0.0
lajz7axv7wed1rhxiiw,2020-01-23 03:19:28.117645824,3,2020-03,2020-01,0.0,0.0,0.0,40.258731403262246,0.0,0.0,35.55885597161297,41.63827485157376,8.331487261549341,0.0,582.0332919721671,0.0,0.0,0.0,0.0,0.0
lajz7axvwp2i1a1ngg,2020-01-23 10:25:45.777092096,3,2020-03,2020-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.446522114216133,22.14656258839612,0.0,0.0,576.8679745154545,0.0,0.0,0.0,0.0
lajz7axv8det4dpkwji,2020-01-22 21:57:58.725920,3,2020-03,2020-01,20.95587496017569,0.0,0.0,6.907610825198763,4.070849471267324,0.0,0.0,7.813898665727049,39.38079400700323,727.6966821287394,0.0,0.0,0.0,0.0,0.0,0.0
lajz7axvkv464y6hgii,2020-01-23 04:40:16.558414336,3,2020-03,2020-01,0.0,0.0,24.85915295700556,0.0,23.655014682096,0.0,0.0,0.0,1036.0110202967694,2.1836369094505925,0.0,0.0,0.0,0.0,0.0,0.0
lajz7axvzfozgy27m7d,2020-01-23 10:22:32.023864576,3,2020-03,2020-01,35.1179488531384,10.863808393809594,0.0,0.0,0.0,0.0,0.0,0.0,541.1596302238856,416.640593269402,455.90824995470393,0.0,0.0,0.0,0.0,0.0
lajz7ayzjjbkiiibzp,2020-01-30 11:18:41.316301312,4,2020-04,2020-01,0.0,31.86195105515568,0.0,19.76008735388023,3.909935343066828,0.4002753073916398,0.0,0.0,49.18328173457856,20.912277410895165,0.0,0.0,0.0,0.0,0.0,0.0
lajz7ayz75gp80ioexr,2020-01-30 05:18:24.382063616,4,2020-04,2020-01,0.0,20.858525675216043,32.198589622146166,0.0,0.8936628169905592,26.35312382359753,0.0,33.125420979784224,0.0,31.94964106994317,326.1823983945468,200.6166126921891,0.0,0.0,0.0,0.0
lajz7ayzgoyt03bs88v,2020-01-30 07:41:52.484438528,4,2020-04,2020-01,0.0,0.0,0.0,0.0,32.0451219305831,14.61075960796886,0.0,28.818858013201897,14.754509296896687,0.0,239.89816890339748,130.99336870224298,0.0,0.0,0.0,0.0
lajz7ayzh6dnkzxqxef,2020-01-30 02:11:24.236133376,4,2020-04,2020-01,48.80720272652255,0.0,14.600598425356692,22.056568725386427,12.22715453778883,28.97202260233569,0.0,42.38536056434368,0.0,384.9839143379464,0.0,0.0,0.0,0.0,0.0,0.0
lajz7az0aojn8s88a1n,2020-01-30 00:21:49.161287424,4,2020-04,2020-01,49.981372791802926,0.0,30.21253947601522,15.285358520314508,0.0,0.0,48.58677526628328,0.0,260.4617108219472,0.0,758.6058006060443,0.0,0.0,0.0,0.0,0.0
